tweet_id,timestamp,name,source,rating_numerator,rating_denominator,dog_stage,jpg_url,dog_breed,confidence_rating,retweets,favourites
832273440279240704,2017-02-16 17:00:25+00:00,Smiley,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",14.0,10.0,doggo,https://pbs.twimg.com/ext_tw_video_thumb/832273373149413377/pu/img/qOqxM0b48fEarmq6.jpg,Pembroke,0.134081,2673.0,12385.0
832032802820481025,2017-02-16 01:04:13+00:00,Miguel,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12.0,10.0,doggo,https://pbs.twimg.com/media/C4v5a4UWcAIRygc.jpg,whippet,0.601712,4746.0,13887.0
831939777352105988,2017-02-15 18:54:34+00:00,Emanuel,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12.0,10.0,doggo,https://pbs.twimg.com/media/C4uk0EWWQAAaZm1.jpg,Pomeranian,0.153862,7031.0,26404.0
831322785565769729,2017-02-14 02:02:51+00:00,Pete,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12.0,10.0,doggo,https://pbs.twimg.com/media/C4lzqQ4UEAApzU0.jpg,Old_English_sheepdog,0.999715,1744.0,10042.0
829449946868879360,2017-02-08 22:00:52+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11.0,10.0,doggo,https://pbs.twimg.com/media/C4LMUf8WYAkWz4I.jpg,Labrador_retriever,0.315163,2329.0,11519.0
829374341691346946,2017-02-08 17:00:26+00:00,Astrid,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",13.0,10.0,doggo,https://pbs.twimg.com/media/C4KHj-nWQAA3poV.jpg,Staffordshire_bullterrier,0.757547,10706.0,38074.0
828381636999917570,2017-02-05 23:15:47+00:00,Doobert,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",14.0,10.0,doggo,https://pbs.twimg.com/media/C38Asz1WEAAvzj3.jpg,Bedlington_terrier,0.3925349999999999,2554.0,13864.0
826958653328592898,2017-02-02 01:01:21+00:00,Loki,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12.0,10.0,doggo,https://pbs.twimg.com/media/C3nygbBWQAAjwcW.jpg,golden_retriever,0.6173890000000001,5757.0,23767.0
826848821049180160,2017-02-01 17:44:55+00:00,Cupid,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",13.0,10.0,doggo,https://pbs.twimg.com/media/C3mOnZ_XUAAjr2V.jpg,Great_Pyrenees,0.858764,11878.0,40325.0
826476773533745153,2017-01-31 17:06:32+00:00,Pilot,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12.0,10.0,doggo,https://pbs.twimg.com/media/C3g8M0lWIAEcFgn.jpg,German_shepherd,0.7418600000000001,4821.0,20275.0
826204788643753985,2017-01-30 23:05:46+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",13.0,10.0,doggo,https://pbs.twimg.com/media/C3dEza1WcAAhlNU.jpg,Labrador_retriever,0.782058,1075.0,5361.0
821765923262631936,2017-01-18 17:07:18+00:00,Duchess,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",13.0,10.0,doggo,https://pbs.twimg.com/media/C2d_vnHWEAE9phX.jpg,golden_retriever,0.980071,1899.0,9317.0
821407182352777218,2017-01-17 17:21:47+00:00,Sundance,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",14.0,10.0,doggo,https://pbs.twimg.com/ext_tw_video_thumb/821407155391725568/pu/img/AJC07gFJDDBuwNTD.jpg,Irish_setter,0.5054960000000001,5053.0,13075.0
821107785811234820,2017-01-16 21:32:06+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11.0,10.0,doggo,https://pbs.twimg.com/media/C2UpLA-UcAEK_Fz.jpg,Pomeranian,0.85659,2487.0,10645.0
819924195358416896,2017-01-13 15:08:56+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11.0,10.0,doggo,https://pbs.twimg.com/ext_tw_video_thumb/819924138965999617/pu/img/6OIToyT9eLESHXLU.jpg,No Prediction,0.0,5607.0,14305.0
819006400881917954,2017-01-11 02:21:57+00:00,Sunny,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",14.0,10.0,doggo,https://pbs.twimg.com/media/C12x-JTVIAAzdfl.jpg,No Prediction,0.0,21794.0,49960.0
819004803107983360,2017-01-11 02:15:36+00:00,Bo,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",14.0,10.0,doggo,https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg,standard_poodle,0.351308,42228.0,95450.0
817777686764523521,2017-01-07 16:59:28+00:00,Dido,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",13.0,10.0,doggo,https://pbs.twimg.com/ext_tw_video_thumb/817777588030476288/pu/img/KbuLpE4krHF4VdPf.jpg,curly-coated_retriever,0.733256,3084.0,11901.0
817777686764523521,2017-01-07 16:59:28+00:00,Dido,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",13.0,10.0,pupper,https://pbs.twimg.com/ext_tw_video_thumb/817777588030476288/pu/img/KbuLpE4krHF4VdPf.jpg,curly-coated_retriever,0.733256,3084.0,11901.0
813910438903693312,2016-12-28 00:52:25+00:00,Chubbs,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11.0,10.0,doggo,https://pbs.twimg.com/media/C0uXObSXUAAIzmV.jpg,Siberian_husky,0.6993550000000001,2194.0,10342.0
813202720496779264,2016-12-26 02:00:11+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11.0,10.0,doggo,https://pbs.twimg.com/media/C0kTjqIXgAAqpRi.jpg,cocker_spaniel,0.701852,2090.0,10192.0
813127251579564032,2016-12-25 21:00:18+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11.0,10.0,doggo,https://pbs.twimg.com/media/C0jO6aBWEAAM28r.jpg,Norwegian_elkhound,0.4324159999999999,3652.0,13242.0
813096984823349248,2016-12-25 19:00:02+00:00,Rocky,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11.0,10.0,doggo,https://pbs.twimg.com/media/C0izZULWgAAKD-F.jpg,Great_Dane,0.128056,4207.0,11694.0
808106460588765185,2016-12-12 00:29:28+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12.0,10.0,doggo,https://pbs.twimg.com/media/Czb4iFRXgAIUMiN.jpg,golden_retriever,0.426183,2525.0,9701.0
808106460588765185,2016-12-12 00:29:28+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12.0,10.0,pupper,https://pbs.twimg.com/media/Czb4iFRXgAIUMiN.jpg,golden_retriever,0.426183,2525.0,9701.0
801115127852503040,2016-11-22 17:28:25+00:00,Bones,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12.0,10.0,doggo,https://pbs.twimg.com/media/Cx4h7zHUsAAqaJd.jpg,dalmatian,0.823356,2429.0,8992.0
801115127852503040,2016-11-22 17:28:25+00:00,Bones,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12.0,10.0,pupper,https://pbs.twimg.com/media/Cx4h7zHUsAAqaJd.jpg,dalmatian,0.823356,2429.0,8992.0
800018252395122689,2016-11-19 16:49:49+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11.0,10.0,doggo,https://pbs.twimg.com/ext_tw_video_thumb/800018199223959552/pu/img/3Qp73edtkZO-qWPy.jpg,No Prediction,0.0,15351.0,31768.0
799757965289017345,2016-11-18 23:35:32+00:00,Sobe,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",13.0,10.0,doggo,https://pbs.twimg.com/media/CxlPnoSUcAEXf1i.jpg,Border_collie,0.442534,2506.0,9390.0
796484825502875648,2016-11-09 22:49:15+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12.0,10.0,doggo,https://pbs.twimg.com/media/Cw2uty8VQAAB0pL.jpg,cocker_spaniel,0.116924,2042.0,8472.0
795464331001561088,2016-11-07 03:14:10+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",13.0,10.0,doggo,https://pbs.twimg.com/ext_tw_video_thumb/795464066940764160/pu/img/jPkMMQXdydb7CqFX.jpg,golden_retriever,0.193082,27728.0,55683.0
786363235746385920,2016-10-13 00:29:39+00:00,Rizzo,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",13.0,10.0,doggo,https://pbs.twimg.com/media/Cum5LlfWAAAyPcS.jpg,golden_retriever,0.929266,4072.0,12189.0
785639753186217984,2016-10-11 00:34:48+00:00,Pinot,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10.0,10.0,doggo,https://pbs.twimg.com/media/CucnLmeWAAALOSC.jpg,No Prediction,0.0,2561.0,8735.0
785639753186217984,2016-10-11 00:34:48+00:00,Pinot,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10.0,10.0,pupper,https://pbs.twimg.com/media/CucnLmeWAAALOSC.jpg,No Prediction,0.0,2561.0,8735.0
782747134529531904,2016-10-03 01:00:34+00:00,Deacon,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11.0,10.0,doggo,https://pbs.twimg.com/media/CtzgXgeXYAA1Gxw.jpg,golden_retriever,0.560699,1604.0,8310.0
782305867769217024,2016-10-01 19:47:08+00:00,Sampson,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12.0,10.0,doggo,https://pbs.twimg.com/media/CttPBt0WIAAcsDE.jpg,briard,0.5044270000000001,6470.0,18630.0
781655249211752448,2016-09-30 00:41:48+00:00,Combo,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",11.0,10.0,doggo,,,,1314.0,4466.0
781308096455073793,2016-09-29 01:42:20+00:00,None,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",12.0,10.0,doggo,,,,2961.0,7973.0
781308096455073793,2016-09-29 01:42:20+00:00,None,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",12.0,10.0,pupper,,,,2961.0,7973.0
780074436359819264,2016-09-25 16:00:13+00:00,None,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",10.0,10.0,doggo,,,,5815.0,13723.0
775733305207554048,2016-09-13 16:30:07+00:00,Anakin,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11.0,10.0,doggo,https://pbs.twimg.com/media/CsP1UvaW8AExVSA.jpg,No Prediction,0.0,4627.0,15413.0
775364825476165632,2016-09-12 16:05:54+00:00,Finley,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11.0,10.0,doggo,https://pbs.twimg.com/media/CsKmMB2WAAAXcAy.jpg,beagle,0.571229,3472.0,8295.0
771908950375665664,2016-09-03 03:13:29+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",13.0,10.0,doggo,,,,2181.0,7298.0
768193404517830656,2016-08-23 21:09:14+00:00,Gerald,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8.0,10.0,doggo,https://pbs.twimg.com/media/Cqkr0wiW8AAn2Oi.jpg,No Prediction,0.0,4080.0,12157.0
767191397493538821,2016-08-21 02:47:37+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",13.0,10.0,doggo,https://pbs.twimg.com/media/CqWcgcqWcAI43jm.jpg,No Prediction,0.0,4406.0,13643.0
760893934457552897,2016-08-03 17:43:45+00:00,Wishes,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11.0,10.0,doggo,https://pbs.twimg.com/media/Co88_ujWEAErCg7.jpg,Blenheim_spaniel,0.113992,1104.0,4228.0
760521673607086080,2016-08-02 17:04:31+00:00,None,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",12.0,10.0,doggo,,,,1608.0,4681.0
759793422261743616,2016-07-31 16:50:42+00:00,Maggie,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12.0,10.0,doggo,https://pbs.twimg.com/media/CotUFZEWcAA2Pku.jpg,golden_retriever,0.985876,2173.0,6620.0
759793422261743616,2016-07-31 16:50:42+00:00,Maggie,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12.0,10.0,pupper,https://pbs.twimg.com/media/CotUFZEWcAA2Pku.jpg,golden_retriever,0.985876,2173.0,6620.0
758828659922702336,2016-07-29 00:57:05+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",13.0,10.0,doggo,https://pbs.twimg.com/media/Cofmom_VUAA4dRO.jpg,Chesapeake_Bay_retriever,0.480048,4376.0,12376.0
757393109802180609,2016-07-25 01:52:43+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10.0,10.0,doggo,https://pbs.twimg.com/media/CoLNAq6WAAAkmdJ.jpg,Labrador_retriever,0.787125,2009.0,6462.0
756526248105566208,2016-07-22 16:28:07+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",13.0,10.0,doggo,https://pbs.twimg.com/media/Cn-4m2CXYAErPGe.jpg,No Prediction,0.0,4169.0,11506.0
755206590534418437,2016-07-19 01:04:16+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",14.0,10.0,doggo,https://pbs.twimg.com/media/CnsIT0WWcAAul8V.jpg,No Prediction,0.0,6148.0,18212.0
752682090207055872,2016-07-12 01:52:49+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10.0,10.0,doggo,https://pbs.twimg.com/media/CnIQXdYWgAAnsZZ.jpg,German_shepherd,0.299966,1846.0,6642.0
752660715232722944,2016-07-12 00:27:52+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10.0,10.0,doggo,https://pbs.twimg.com/media/CnH87L6XYAAF7I_.jpg,English_setter,0.0505118,1794.0,4878.0
752334515931054080,2016-07-11 02:51:40+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8.0,10.0,doggo,https://pbs.twimg.com/ext_tw_video_thumb/752334354492362752/pu/img/uWISPc0YRmhUi9Ju.jpg,Bedlington_terrier,0.399163,1263.0,4238.0
751583847268179968,2016-07-09 01:08:47+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",5.0,10.0,doggo,https://pbs.twimg.com/media/Cm4phTpWcAAgLsr.jpg,dalmatian,0.8683040000000001,1265.0,4849.0
751583847268179968,2016-07-09 01:08:47+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",5.0,10.0,pupper,https://pbs.twimg.com/media/Cm4phTpWcAAgLsr.jpg,dalmatian,0.8683040000000001,1265.0,4849.0
750011400160841729,2016-07-04 17:00:26+00:00,Piper,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",11.0,10.0,doggo,https://pbs.twimg.com/media/CmfmvGUWgAAuVKD.jpg,Boston_bull,0.0871498,1035.0,3568.0
749075273010798592,2016-07-02 03:00:36+00:00,Boomer,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",11.0,10.0,doggo,,,,2360.0,6353.0
748932637671223296,2016-07-01 17:33:49+00:00,Divine,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",13.0,10.0,doggo,https://pbs.twimg.com/media/CmS-QkQWAAAkUa-.jpg,borzoi,0.742912,2564.0,6461.0
748692773788876800,2016-07-01 01:40:41+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10.0,10.0,doggo,https://pbs.twimg.com/media/CmPkGhFXEAABO1n.jpg,No Prediction,0.0,1504.0,4659.0
745433870967832576,2016-06-22 01:50:58+00:00,Lenox,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10.0,10.0,doggo,https://pbs.twimg.com/media/ClhQJUUWAAEVpBX.jpg,basset,1.44895e-05,2894.0,7824.0
744234799360020481,2016-06-18 18:26:18+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",13.0,10.0,doggo,https://pbs.twimg.com/ext_tw_video_thumb/744234667679821824/pu/img/1GaWmtJtdqzZV7jy.jpg,Labrador_retriever,0.825333,79515.0,131075.0
742534281772302336,2016-06-14 01:49:03+00:00,None,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",11.0,10.0,doggo,,,,4011.0,7744.0
741067306818797568,2016-06-10 00:39:48+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12.0,10.0,doggo,https://pbs.twimg.com/media/CkjMx99UoAM2B1a.jpg,golden_retriever,0.843799,3520.0,10342.0
741067306818797568,2016-06-10 00:39:48+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12.0,10.0,pupper,https://pbs.twimg.com/media/CkjMx99UoAM2B1a.jpg,golden_retriever,0.843799,3520.0,10342.0
739623569819336705,2016-06-06 01:02:55+00:00,None,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",12.0,10.0,doggo,,,,1547.0,4185.0
739238157791694849,2016-06-04 23:31:25+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",13.0,10.0,doggo,https://pbs.twimg.com/ext_tw_video_thumb/739238016737267712/pu/img/-tLpyiuIzD5zR1et.jpg,Eskimo_dog,0.503372,52360.0,75163.0
735256018284875776,2016-05-24 23:47:49+00:00,Kellogg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8.0,10.0,doggo,https://pbs.twimg.com/media/CjQnclkVEAA4pnK.jpg,Staffordshire_bullterrier,0.523191,993.0,3675.0
733109485275860992,2016-05-19 01:38:16+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12.0,10.0,doggo,https://pbs.twimg.com/media/CiyHLocU4AI2pJu.jpg,golden_retriever,0.945523,17621.0,44619.0
733109485275860992,2016-05-19 01:38:16+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12.0,10.0,pupper,https://pbs.twimg.com/media/CiyHLocU4AI2pJu.jpg,golden_retriever,0.945523,17621.0,44619.0
732375214819057664,2016-05-17 01:00:32+00:00,Kyle,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11.0,10.0,doggo,https://pbs.twimg.com/media/CinrX2EWkAABDYt.jpg,basset,0.000547053,2838.0,8832.0
727644517743104000,2016-05-03 23:42:26+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",13.0,10.0,doggo,https://pbs.twimg.com/media/Chkc1BQUoAAa96R.jpg,Great_Pyrenees,0.457164,1962.0,6431.0
724771698126512129,2016-04-26 01:26:53+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11.0,10.0,doggo,https://pbs.twimg.com/media/Cg7n_-OU8AA5RR1.jpg,German_short-haired_pointer,0.835491,725.0,2593.0
719991154352222208,2016-04-12 20:50:42+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10.0,10.0,doggo,https://pbs.twimg.com/media/Cf3sH62VAAA-LiP.jpg,golden_retriever,0.605304,1979.0,5281.0
716080869887381504,2016-04-02 01:52:38+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",11.0,10.0,doggo,https://pbs.twimg.com/media/CfAHv83UMAIEQYx.jpg,golden_retriever,0.638625,1935.0,5272.0
883360690899218434,2017-07-07 16:22:55+00:00,Grizzwald,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",13.0,10.0,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,0.987997,3825.0,22986.0
800388270626521089,2016-11-20 17:20:08+00:00,Doc,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12.0,10.0,floofer,https://pbs.twimg.com/media/CxuM3oZW8AEhO5z.jpg,golden_retriever,0.35986,3265.0,12456.0
776218204058357768,2016-09-15 00:36:55+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",13.0,10.0,floofer,https://pbs.twimg.com/media/CsWuVEdWcAAqbe9.jpg,Samoyed,0.940326,18497.0,33345.0
749317047558017024,2016-07-02 19:01:20+00:00,Blu,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12.0,10.0,floofer,https://pbs.twimg.com/ext_tw_video_thumb/749316899712950272/pu/img/nvZI9mkoAxt89sul.jpg,wire-haired_fox_terrier,0.155144,2509.0,6076.0
746542875601690625,2016-06-25 03:17:46+00:00,None,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",11.0,10.0,floofer,,,,2104.0,5520.0
737445876994609152,2016-05-31 00:49:32+00:00,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",13.0,10.0,floofer,https://pbs.twimg.com/media/CjvvHBwUoAE55WZ.jpg,Samoyed,0.400568,5048.0,11302.0
733822306246479872,2016-05-21 00:50:46+00:00,Moose,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10.0,10.0,floofer,https://pbs.twimg.com/media/Ci8Pfg_UUAA2m9i.jpg,Lhasa,0.457356,1141.0,4015.0
689993469801164801,2016-01-21 02:10:37+00:00,None,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",12.0,10.0,floofer,,,,518.0,1618.0
